Mean Degree,Var Degree,Num Edges,Clustering,Components,Diameter,Final size,Net Type
10.0,60.2,166,0.026888888888888893,4,inf,0.84,ER
11.11111111111111,97.4320987654321,148,0.04816666666666666,6,inf,0.85,Demon
10.0,79.0,169,0.022365079365079366,4,inf,0.89,ER
10.0,76.8,138,0.01480952380952381,8,inf,0.82,Demon
12.5,76.5,151,0.029095238095238098,5,inf,0.76,ER
12.5,64.75,139,0.02176190476190476,6,inf,0.71,Demon
11.11111111111111,70.76543209876543,169,0.05202380952380953,3,inf,0.85,ER
12.5,86.0,135,0.02547619047619048,5,inf,0.81,Demon
12.5,74.25,146,0.02666666666666667,5,inf,0.89,ER
12.5,76.75,115,0.03295238095238095,14,inf,0.7,Demon
12.5,86.5,135,0.02347619047619048,5,inf,0.8,ER
12.5,73.0,126,0.029333333333333336,12,inf,0.76,Demon
9.090909090909092,82.99173553719007,157,0.006952380952380952,4,inf,0.91,ER
12.5,54.25,158,0.019333333333333334,5,inf,0.86,Demon
10.0,93.0,138,0.023277777777777776,7,inf,0.83,ER
12.5,60.5,138,0.017333333333333333,6,inf,0.85,Demon
10.0,63.4,158,0.02442063492063492,4,inf,0.87,ER
10.0,78.6,159,0.020039682539682538,3,inf,0.88,Demon
12.5,85.25,130,0.013285714285714284,11,inf,0.01,ER
11.11111111111111,73.20987654320987,173,0.009142857142857142,1,9.0,0.89,Demon
11.11111111111111,60.76543209876544,148,0.02228571428571429,9,inf,0.71,ER
11.11111111111111,126.32098765432099,145,0.004,3,inf,0.89,Demon
12.5,98.75,145,0.004476190476190476,7,inf,0.78,ER
14.285714285714286,73.63265306122449,143,0.010666666666666666,7,inf,0.59,Demon
11.11111111111111,68.54320987654322,142,0.01669047619047619,6,inf,0.8,ER
14.285714285714286,55.91836734693878,132,0.0033333333333333335,9,inf,0.69,Demon
12.5,72.5,160,0.012666666666666666,2,inf,0.85,ER
11.11111111111111,73.20987654320987,139,0.0220952380952381,11,inf,0.79,Demon
9.090909090909092,77.7190082644628,148,0.014333333333333333,7,inf,0.79,ER
11.11111111111111,58.76543209876544,152,0.03847619047619048,7,inf,0.71,Demon
12.5,47.75,151,0.010952380952380953,7,inf,0.84,ER
12.5,68.0,140,0.027666666666666666,9,inf,0.65,Demon
14.285714285714286,40.48979591836735,135,0.026000000000000002,11,inf,0.74,ER
8.333333333333334,79.55555555555556,171,0.017324675324675326,4,inf,0.84,Demon
11.11111111111111,67.87654320987654,143,0.03273809523809524,7,inf,0.73,ER
9.090909090909092,64.44628099173553,195,0.03273015873015874,2,inf,0.93,Demon
11.11111111111111,89.65432098765432,148,0.03947619047619048,5,inf,0.87,ER
12.5,66.25,145,0.01580952380952381,6,inf,0.8,Demon
10.0,86.0,141,0.04472222222222221,10,inf,0.78,ER
12.5,78.75,145,0.024000000000000004,4,inf,0.74,Demon
9.090909090909092,61.90082644628098,178,0.04947619047619048,5,inf,0.86,ER
12.5,81.25,126,0.011333333333333336,10,inf,0.76,Demon
10.0,58.6,174,0.025452380952380955,4,inf,0.94,ER
12.5,50.75,165,0.04566666666666666,4,inf,0.88,Demon
12.5,93.25,143,0.047904761904761894,6,inf,0.84,ER
11.11111111111111,64.09876543209877,158,0.04726190476190476,6,inf,0.79,Demon
