Mean Degree,Var Degree,Num Edges,Clustering,Components,Diameter,Final size,Net Type
14.285714285714286,65.63265306122449,138,0.037333333333333336,6,inf,0.89,Demon
10.0,64.4,163,0.03047619047619048,6,inf,0.01,ER
9.090909090909092,85.35537190082644,176,0.021761904761904764,3,inf,0.91,Demon
12.5,52.25,152,0.0488095238095238,4,inf,0.85,ER
12.5,94.75,146,0.026428571428571426,4,inf,0.78,Demon
10.0,85.0,147,0.03063492063492064,5,inf,0.73,ER
14.285714285714286,98.77551020408166,123,0.018000000000000002,8,inf,0.74,Demon
12.5,64.75,160,0.035476190476190474,3,inf,0.89,ER
10.0,63.4,159,0.027793650793650797,7,inf,0.83,Demon
12.5,70.75,164,0.006,2,inf,0.92,ER
11.11111111111111,76.76543209876542,132,0.018000000000000002,9,inf,0.78,Demon
10.0,70.6,169,0.04011111111111112,2,inf,0.87,ER
12.5,51.75,148,0.05723809523809523,7,inf,0.77,Demon
8.333333333333334,81.05555555555556,169,0.014809523809523807,4,inf,0.89,ER
10.0,65.6,168,0.031206349206349203,4,inf,0.85,Demon
12.5,83.0,156,0.014476190476190478,5,inf,0.82,ER
